Protein ID,Protein Name,FungalRV Score,GPI-anchor,Signal Peptide
Q04179,URH1_YEAST,-0.82114648,FALSE,0.000003
Q04347,BUD22_YEAST,-0.67041245,FALSE,0
Q04526,YMI3_YEAST,-1.2783388,FALSE,0
Q04734,PALI_YEAST,-0.70291358,FALSE,0.000968
Q06096,COG4_YEAST,-1.3284991,FALSE,0
Q06488,RSC2_YEAST,-1.4145261,FALSE,0
Q06595,YP196_YEAST,-1.1793247,FALSE,0
Q06891,RAF_YEAST,-0.94341961,FALSE,0
Q07351,STP4_YEAST,0.051235244,FALSE,0.000015
Q07508,LUC7_YEAST,-2.1915716,FALSE,0
Q07788,COS7_YEAST,-1.6453731,FALSE,0.000093
Q07844,RIX7_YEAST,-1.3746108,FALSE,0
Q08259,YOL18_YEAST,-1.1155771,FALSE,0.00008
Q08553,SYC1_YEAST,-0.99331563,FALSE,0.000002
Q08920,NCBP2_YEAST,-1.0812403,FALSE,0
Q08985,SAM4_YEAST,-1.0465227,FALSE,0
Q12031,ACEB_YEAST,-1.0866807,FALSE,0
Q12211,PUS1_YEAST,-1.1530241,FALSE,0
Q12218,TIR4_YEAST,0.80484304,TRUE,0.999826
Q12296,MAM3_YEAST,-0.55311117,FALSE,0.525957
Q12375,ORT1_YEAST,-0.89378517,FALSE,0.000001
Q12443,RTN2_YEAST,-1.3374831,FALSE,0.000031
Q12531,YP015_YEAST,-0.82178538,FALSE,0
Q3E775,YJ151_YEAST,-1.2597392,FALSE,0.001726
Q3E808,DGR1_YEAST,-2.5253921,FALSE,0.00008
Q3E813,YL154_YEAST,-2.6076743,FALSE,0
Q7LIF2,YL365_YEAST,-2.64638,FALSE,0.000013
Q99312,ISN1_YEAST,-2.0442452,FALSE,0
Q9ZZW1,Q0182_YEAST,-1.1934057,FALSE,0.00045
P00899,TRPE_YEAST,-1.334941,FALSE,0
P05748,RL15A_YEAST,-3.0792308,FALSE,0
P06105,SC160_YEAST,-0.28423295,FALSE,0.000052
P07172,HIS8_YEAST,-1.2884873,FALSE,0
P08067,UCRI_YEAST,-1.7895415,FALSE,0.000165
P08518,RPB2_YEAST,-1.5604021,FALSE,0
P08536,MET3_YEAST,-1.1722652,FALSE,0.000001
P08566,ARO1_YEAST,-1.0818345,FALSE,0
P0C074,YSF3_YEAST,-2.3375066,FALSE,0
P0C5P2,YK100_YEAST,-1.5966185,FALSE,0.00003
P0CE41,HAP1_YEAST,-0.71098752,FALSE,0
P0CE68,NFT1_YEAST,-1.0736953,FALSE,0.000001
P0CX75,YL13A_YEAST,0.14530008,FALSE,0
P12868,PEP5_YEAST,-1.0609461,FALSE,0
P14737,RAD9_YEAST,-0.99514505,FALSE,0
P15108,HSC82_YEAST,-0.7518117,FALSE,0
P17649,GABAT_YEAST,-0.93999571,FALSE,0.000007
P24719,MEK1_YEAST,-1.6312262,FALSE,0.000001
P24867,PCL1_YEAST,-1.8335761,FALSE,0
P25353,NPP1_YEAST,-0.48241108,FALSE,0
P25620,YCR2_YEAST,-1.8406034,FALSE,0
P25632,RSC6_YEAST,-1.0285188,FALSE,0
P29029,CHIT_YEAST,0.18633631,FALSE,0.99978
P29509,TRXB1_YEAST,-0.44790982,FALSE,0
P29952,MPI_YEAST,-1.215473,FALSE,0
P30283,CGS5_YEAST,-1.4964228,FALSE,0
P31381,FUN26_YEAST,-0.91675988,FALSE,0.000005
P32327,PYC2_YEAST,-1.3731778,FALSE,0
P32386,YBT1_YEAST,-1.3288198,FALSE,0.000005
P32588,PUB1_YEAST,-0.89987656,FALSE,0.000002
P32862,RGT1_YEAST,-0.80712336,FALSE,0
P32906,MNS1_YEAST,-1.2944375,FALSE,0.110781
P32943,CGS6_YEAST,-1.2552142,FALSE,0
P33333,PLSC_YEAST,-1.3516384,FALSE,0.41397
P33767,OSTB_YEAST,-0.97920494,FALSE,0.999683
P34758,SCD5_YEAST,-1.1477227,FALSE,0
P36110,PRY2_YEAST,0.76326469,FALSE,0.99849
P38084,BAP2_YEAST,-1.0923483,FALSE,0
P38158,MAL32_YEAST,-0.67769645,FALSE,0
P38166,SFT2_YEAST,-1.7752744,FALSE,0
P38170,CND2_YEAST,-0.90029392,FALSE,0
P38291,POP7_YEAST,-0.82637147,FALSE,0
P38340,NTM1_YEAST,-1.5788902,FALSE,0
P38892,CRG1_YEAST,-0.69697942,FALSE,0
P39742,SEC72_YEAST,-2.0402793,FALSE,0.000005
P39954,SAHH_YEAST,-1.5743372,FALSE,0
P40151,WRIP1_YEAST,-1.2211164,FALSE,0
P40319,ELO3_YEAST,-0.99686537,FALSE,0.000602
P40355,MNN14_YEAST,-1.4339256,FALSE,0.000027
P40357,SEC9_YEAST,-1.0559992,FALSE,0
P40395,RIC1_YEAST,-1.4430591,FALSE,0
P40455,YIP2_YEAST,-1.4483081,FALSE,0
P40474,QDR2_YEAST,-1.5324071,FALSE,0.000058
P40551,YIB2_YEAST,-1.2154052,FALSE,0.001515
P40851,AXL1_YEAST,-1.2552402,FALSE,0.000032
P43535,GCN20_YEAST,-1.7333337,FALSE,0.000003
P43568,CAK1_YEAST,-1.3930165,FALSE,0
P43572,EPL1_YEAST,-1.4613432,FALSE,0.000098
P43581,HXT10_YEAST,-1.2276284,FALSE,0.000124
P46971,PMT4_YEAST,-1.06342,FALSE,0.000065
P47037,SMC3_YEAST,-1.8671558,FALSE,0
P47176,BCA2_YEAST,-0.91052182,FALSE,0.000001
P53035,MIG2_YEAST,-0.87192578,FALSE,0
P53054,YGZG_YEAST,-0.87233628,FALSE,0
P53107,YRB30_YEAST,-1.0211105,FALSE,0.000005
P53150,XRCC4_YEAST,-1.3956149,FALSE,0
P53507,TOM7_YEAST,-1.9543754,FALSE,0.000011
P53739,FPK1_YEAST,-0.95923098,FALSE,0
P53746,FRE4_YEAST,-1.5024423,FALSE,0.999691
Q00916,RU17_YEAST,-1.5097099,FALSE,0
Q02887,ATG21_YEAST,-0.80017539,FALSE,0
Q03071,ELOC_YEAST,-1.493915,FALSE,0
Q03705,CG121_YEAST,-0.57446179,FALSE,0
Q04235,TYW2_YEAST,-1.520175,FALSE,0
Q04301,VBA1_YEAST,-1.157411,FALSE,0.000026
Q04429,HLR1_YEAST,-0.19690819,FALSE,0
Q06090,RM51_YEAST,-2.2243292,FALSE,0
Q06188,PDP3_YEAST,-1.0913745,FALSE,0
Q06235,YL162_YEAST,-1.6476004,FALSE,0.034144
Q07653,HBT1_YEAST,0.15068259,FALSE,0
Q07824,TPO1_YEAST,-1.199821,FALSE,0.000003
Q08208,NOP12_YEAST,-0.73843908,FALSE,0
Q08422,TMC1_YEAST,-0.53373276,FALSE,0
Q08957,AFT2_YEAST,-0.92764771,FALSE,0
Q08962,NIP7_YEAST,-1.1343332,FALSE,0
Q12067,ATX2_YEAST,-1.441941,FALSE,0.213372
Q12136,SAS10_YEAST,-1.3313136,FALSE,0
Q12153,SSF2_YEAST,-1.7340377,FALSE,0
Q12265,KPR5_YEAST,-0.99196562,FALSE,0
Q12277,RRP42_YEAST,-1.1976797,FALSE,0
Q12282,SPR2_YEAST,-0.39961002,TRUE,0.995421
Q12488,PSF1_YEAST,-2.2703237,FALSE,0
Q12496,YO098_YEAST,-1.1253787,FALSE,0
Q12751,RTP1_YEAST,-1.4114753,FALSE,0
Q2V2Q1,ADF1_YEAST,-1.5753769,FALSE,0
Q3E747,YL363_YEAST,-1.5355495,FALSE,0
Q3E763,YD246_YEAST,-0.94498325,FALSE,0.038263
Q3E7A3,YJ133_YEAST,-1.9542929,FALSE,0
Q8TGT7,YG204_YEAST,-1.0372269,FALSE,0.002812
Q99344,UBA3_YEAST,-0.63988659,FALSE,0
I2HB52,YB56A_YEAST,-0.30732306,FALSE,0.007453
O14467,MBF1_YEAST,-1.1835953,FALSE,0
P07256,QCR1_YEAST,-1.0581294,FALSE,0.000003
P07390,PT494_YEAST,-1.5516416,FALSE,0
P07560,SEC4_YEAST,-0.19883682,FALSE,0
P11154,PYC1_YEAST,-1.4542797,FALSE,0
P14065,GCY1_YEAST,-1.2727536,FALSE,0
P16451,ODPX_YEAST,-0.43979531,FALSE,0
P17157,PHO85_YEAST,-1.4742757,FALSE,0
P19658,EXO70_YEAST,-1.3874818,FALSE,0
P20433,RPB4_YEAST,-2.6644171,FALSE,0
P20676,NUP1_YEAST,-0.066936084,FALSE,0
P22211,NPR1_YEAST,0.30886407,FALSE,0
P22354,RM20_YEAST,-2.0146035,FALSE,0
P25572,YCE2_YEAST,-0.29032578,FALSE,0
P30656,PSB5_YEAST,-1.4515498,FALSE,0
P32266,MGM1_YEAST,-1.5664643,FALSE,0
P32379,PSA5_YEAST,-2.0909239,FALSE,0
P32454,APE2_YEAST,-0.863933,FALSE,0
P32568,SNQ2_YEAST,-0.9698787,FALSE,0.000003
P32639,BRR2_YEAST,-1.4669076,FALSE,0
P32896,PDC2_YEAST,-1.2721464,FALSE,0
P32897,TIM23_YEAST,-1.5495184,FALSE,0.000001
P32945,PPQ1_YEAST,-0.52457374,FALSE,0.000001
P33331,NTF2_YEAST,-1.4404947,FALSE,0
P33550,KTR2_YEAST,-1.4605763,FALSE,0.000001
P33895,NUF2_YEAST,-1.9097072,FALSE,0
P35056,PEX5_YEAST,-1.1696588,FALSE,0
P35180,TOM20_YEAST,-0.38426973,FALSE,0.004794
P35718,RPC8_YEAST,-1.1476778,FALSE,0.000001
P36052,NDUF7_YEAST,-1.0324751,FALSE,0
P36053,ELF1_YEAST,-1.273407,FALSE,0
P36084,MUD2_YEAST,-1.4442109,FALSE,0
P36164,TVP38_YEAST,-0.97816669,FALSE,0.000001
P36517,RM04_YEAST,-1.2772394,FALSE,0
P38110,ATM_YEAST,-0.98921403,FALSE,0
P38139,LDH1_YEAST,-1.8674415,FALSE,0
P38195,ECM13_YEAST,0.91294092,FALSE,0
P38299,YB34_YEAST,-0.91661284,FALSE,0
P38348,HSM3_YEAST,-1.383962,FALSE,0
P38374,YSY6_YEAST,-2.4489343,TRUE,0.000222
P38695,HXT5_YEAST,-0.89999045,FALSE,0
P38776,YHK8_YEAST,-0.7935454,FALSE,0.000003
P38799,YHN8_YEAST,-1.1040411,FALSE,0.989879
P38851,LAM1_YEAST,-1.2944631,FALSE,0
P38853,KEL1_YEAST,-0.57300699,FALSE,0.000001
P38880,MDM31_YEAST,-1.2295372,FALSE,0
P38921,PET8_YEAST,-1.1766648,FALSE,0.000005
P39005,KRE9_YEAST,0.46310727,FALSE,0.999734
P39078,TCPD_YEAST,-1.6142746,FALSE,0
P39712,FLO9_YEAST,1.9491478,TRUE,0.999774
P39933,TF3A_YEAST,-1.4573977,FALSE,0
P40531,GVP36_YEAST,-0.805057,FALSE,0
P40897,OPT1_YEAST,-1.0920146,FALSE,0.000002
P41695,BUB1_YEAST,-1.3032162,FALSE,0.00004
P43560,LAM5_YEAST,-0.93488353,FALSE,0
P47018,MTC1_YEAST,-0.75867653,FALSE,0
P53088,CTU1_YEAST,-1.1506286,FALSE,0
P53116,YGO9_YEAST,-0.82546033,FALSE,0.000415
P53226,BUD9_YEAST,-0.42422492,FALSE,0.00003
P53274,YG36_YEAST,0.1928795,FALSE,0.000001
P53306,GPI1_YEAST,-1.2324143,FALSE,0
P53724,RM50_YEAST,-2.0794604,FALSE,0
P53872,PGA14_YEAST,0.41657838,TRUE,0.999708
P53912,YNN4_YEAST,-0.3749229,FALSE,0
Q03012,SPP1_YEAST,-1.6397919,FALSE,0
Q03020,ISU1_YEAST,-1.1596037,FALSE,0
Q03081,MET31_YEAST,-2.1524434,FALSE,0
Q03730,YMB8_YEAST,-1.2988472,FALSE,0
Q03784,TRS23_YEAST,-0.50067943,FALSE,0.000001
Q03824,INP2_YEAST,-1.6158827,FALSE,0
Q03860,TVP15_YEAST,-1.1877235,FALSE,0
Q04120,TSA2_YEAST,-0.76135458,FALSE,0.000001
Q04487,SHH3_YEAST,-0.74397863,FALSE,0
Q05672,RBS1_YEAST,-1.0511852,FALSE,0.000001
Q05827,HOR7_YEAST,-1.268128,TRUE,0.985487
Q05905,HRI1_YEAST,-1.0846736,FALSE,0
Q06063,DUS4_YEAST,-1.6096046,FALSE,0
Q06108,RGC1_YEAST,-0.66322214,FALSE,0
Q06147,LCB5_YEAST,-0.95879795,FALSE,0
Q06178,NMA1_YEAST,-1.4195619,FALSE,0
Q06218,DBP9_YEAST,-1.8306815,FALSE,0
Q07623,NOP6_YEAST,-1.8298148,FALSE,0
Q07949,PSR2_YEAST,-0.67320627,FALSE,0
Q08023,FMP25_YEAST,-1.4384483,FALSE,0
Q08726,GPN2_YEAST,-0.15371824,FALSE,0.000002
Q12013,AKR2_YEAST,-1.611402,FALSE,0.000001
Q12042,YP162_YEAST,-1.8421116,FALSE,0
Q12048,ATG41_YEAST,0.22778124,FALSE,0
Q12123,DCS2_YEAST,-1.2063412,FALSE,0
Q12275,CRM2_YEAST,-1.1007816,FALSE,0
Q12284,ERV2_YEAST,-1.1540125,FALSE,0.106708
Q12334,SCM3_YEAST,-1.5514815,FALSE,0
Q12362,RIB2_YEAST,-0.98227511,FALSE,0
Q12433,AHC1_YEAST,-1.2239638,FALSE,0
Q12434,GDIR_YEAST,-1.4032497,FALSE,0
Q3E744,YG161_YEAST,-1.4768158,FALSE,0
Q3E7A9,CMC4_YEAST,-1.5927509,FALSE,0
Q3E7Y3,RS22B_YEAST,-1.9790639,FALSE,0
Q99188,RGS2_YEAST,-1.1532852,FALSE,0
A0A0B7P3V8,YP41B_YEAST,-1.0067022,FALSE,0
D6W196,CMC1_YEAST,-0.71699303,FALSE,0
O13563,RPN13_YEAST,-0.81671627,FALSE,0.000243
P01094,IPA3_YEAST,-0.39330782,FALSE,0.000001
P04802,SYDC_YEAST,-1.6881921,FALSE,0
P05318,RLA1_YEAST,-0.89999587,FALSE,0.000035
P07264,LEUC_YEAST,-1.140451,FALSE,0
P07884,MOD5_YEAST,-1.52803,FALSE,0
P0CX30,RS23B_YEAST,-1.7953867,FALSE,0
P0CX57,YA11A_YEAST,0.14666001,FALSE,0
P12612,TCPA_YEAST,-1.3541274,FALSE,0.000037
P14724,CDC26_YEAST,-0.85117593,FALSE,0
P16370,RPB3_YEAST,-0.99002884,FALSE,0.00017
P18411,FUN14_YEAST,-2.0393853,FALSE,0.000006
P22515,UBA1_YEAST,-0.926349,FALSE,0
P22516,CHL1_YEAST,-0.87329537,FALSE,0
P23900,FPS1_YEAST,-1.3557936,FALSE,0
P24276,SSD1_YEAST,-1.4508264,FALSE,0
P25373,GLRX1_YEAST,-1.4684774,FALSE,0
P25580,PBN1_YEAST,-0.96535019,FALSE,0.000004
P26263,PDC6_YEAST,-1.3596104,FALSE,0.000002
P27999,RPB9_YEAST,-0.91470044,FALSE,0.000002
P30775,RF1M_YEAST,-1.446724,FALSE,0
P31688,TPS2_YEAST,-1.3455719,FALSE,0
P32333,BTAF1_YEAST,-1.7893864,FALSE,0
P32458,CDC11_YEAST,-1.8303083,FALSE,0.000051
P32502,EI2BB_YEAST,-1.1364698,FALSE,0
P34215,YBZ4_YEAST,-1.1137823,FALSE,0
P36016,LHS1_YEAST,-1.1521891,FALSE,0.327633
P36038,CBT1_YEAST,-1.642235,FALSE,0
P36100,T2EA_YEAST,-1.7593491,FALSE,0.00009
P36166,PXL1_YEAST,-0.54344752,FALSE,0
P36775,LONM_YEAST,-0.90368774,FALSE,0
P37299,QCR10_YEAST,-1.3666185,FALSE,0.000017
P38114,TBS1_YEAST,-1.3094457,FALSE,0
P38142,YB91_YEAST,-1.2273861,FALSE,0.000005
P38202,YBC8_YEAST,-1.3230475,FALSE,0
P38319,TYDP1_YEAST,-1.4010025,FALSE,0
P38330,RMD9L_YEAST,-1.3887129,FALSE,0.000001
P38796,PPME1_YEAST,-1.2256991,FALSE,0
P38843,CHS7_YEAST,-0.92332426,FALSE,0.001008
P38872,ADY1_YEAST,-0.50975585,FALSE,0
P39534,MBB1_YEAST,-1.1765959,FALSE,0
P39709,SEO1_YEAST,-1.1018464,FALSE,0
P39943,MIG3_YEAST,-1.0032526,FALSE,0
P39961,TOG1_YEAST,-1.5443165,FALSE,0
P40019,CHZ1_YEAST,-1.0246852,FALSE,0
P40094,COG3_YEAST,-0.90109892,FALSE,0
P40098,FMP10_YEAST,-0.719016,FALSE,0.000451
P40434,YIR7_YEAST,-0.85861765,FALSE,0
P40494,PRK1_YEAST,-1.6226651,FALSE,0
P40885,HXT9_YEAST,-0.86383846,FALSE,0.000334
P42839,VNX1_YEAST,-1.1930057,FALSE,0
P42840,YN60_YEAST,-1.2201669,FALSE,0.000156
P42843,SKP2_YEAST,-1.4039736,FALSE,0.000052
P43561,FET5_YEAST,-1.3023333,FALSE,0.999698
P46955,NCA3_YEAST,0.54924758,FALSE,0.99969
P47053,YJE3_YEAST,-1.3740432,FALSE,0
P47074,MAD3_YEAST,-1.797323,FALSE,0
P47116,PTK2_YEAST,-1.0569938,FALSE,0
P48353,HLJ1_YEAST,-0.88760761,FALSE,0
P48525,SYEM_YEAST,-1.8146214,FALSE,0.000001
P53009,SCY1_YEAST,-0.64589712,FALSE,0
P53151,YGI8_YEAST,-1.6628636,FALSE,0.000145
P53153,LCL3_YEAST,-1.80657,FALSE,0.000409
P53195,COG7_YEAST,-0.46671532,FALSE,0
P53225,YG1R_YEAST,-2.2208322,FALSE,0.026269
P53229,YG1V_YEAST,-0.79536628,FALSE,0.00007
P53388,DIP5_YEAST,-1.1865501,FALSE,0.000001
P53834,HCH1_YEAST,-0.87161621,FALSE,0.000005
P53868,ALG9_YEAST,-1.5346843,FALSE,0.973991
P53943,AQR1_YEAST,-1.0083562,FALSE,0
P87284,PMP3_YEAST,-1.6910152,FALSE,0
Q02630,NU116_YEAST,-0.88465214,FALSE,0
Q03018,ESP1_YEAST,-1.227958,FALSE,0
Q03195,RLI1_YEAST,-1.2326085,FALSE,0.000001
Q03656,SKY1_YEAST,-1.0458104,FALSE,0
Q03787,YD249_YEAST,-1.0729219,FALSE,0
Q04172,SHE9_YEAST,-1.5226868,FALSE,0
Q04711,YM11B_YEAST,-0.39920797,FALSE,0
Q06146,YL257_YEAST,-0.21332263,FALSE,0.000001
Q06156,CND1_YEAST,-1.4307935,FALSE,0
Q06494,PLR1_YEAST,-0.9401506,FALSE,0
Q07471,THI3_YEAST,-1.1300819,FALSE,0.000003
Q08223,AIM39_YEAST,-1.3197181,FALSE,0
Q08227,INP54_YEAST,-1.3962406,FALSE,0
Q08229,NBA1_YEAST,-0.40493702,FALSE,0
Q08409,AUS1_YEAST,-1.1525653,FALSE,0.000002
Q08484,GYP1_YEAST,-0.85916968,FALSE,0
Q08748,YO296_YEAST,-1.2089824,FALSE,0.000649
Q12004,TFB4_YEAST,-1.6515702,FALSE,0.000001
Q12156,AIM7_YEAST,-0.61962086,FALSE,0
Q12250,RPN5_YEAST,-1.6518891,FALSE,0
Q12398,HMS1_YEAST,-0.44649096,FALSE,0.000006
Q12477,PCL9_YEAST,-1.5650346,FALSE,0
Q12483,SNF8_YEAST,-1.4453659,FALSE,0
Q3E750,YG41B_YEAST,-0.74158196,FALSE,0.000002
Q8TGS6,YM242_YEAST,-2.3873402,FALSE,0.000025
Q99234,DFG16_YEAST,-1.2696445,FALSE,0.773912
Q99271,NAH1_YEAST,-1.5496557,FALSE,0
A5Z2X5,YP010_YEAST,-1.2471999,FALSE,0.000356
P00420,COX3_YEAST,-1.3835682,FALSE,0.000004
P07258,CARA_YEAST,-0.62822065,FALSE,0
P10080,SSBP1_YEAST,-0.75414151,FALSE,0.000001
P11914,MPPA_YEAST,-1.8029746,FALSE,0
P11927,KAR1_YEAST,-1.4275613,FALSE,0
P13134,KEX2_YEAST,-0.61226693,FALSE,0.998855
P21672,RIR3_YEAST,-1.3124538,FALSE,0.000001
P22216,RAD53_YEAST,-1.4774306,FALSE,0
P22353,RM08_YEAST,-2.0638807,FALSE,0
P22943,HSP12_YEAST,0.095431182,FALSE,0.000001
P25342,CDC10_YEAST,-1.5780759,FALSE,0
P25573,MGR1_YEAST,-1.2184197,FALSE,0.000384
P25616,CTO1_YEAST,-0.59918807,FALSE,0.000812
P25635,PWP2_YEAST,-0.99708702,FALSE,0
P29056,TF3B_YEAST,-1.5637972,FALSE,0.000005
P32335,MSS51_YEAST,-1.2633025,FALSE,0
P32347,DCUP_YEAST,-1.753317,FALSE,0
P32452,PHA2_YEAST,-1.4104009,FALSE,0.000001
P32660,ATC5_YEAST,-1.3399361,FALSE,0
P32768,FLO1_YEAST,1.98434,TRUE,0.999709
P32832,RSC7_YEAST,-1.1097894,FALSE,0.000001
P34228,SEF1_YEAST,-0.98959943,FALSE,0
P34244,HSL1_YEAST,-0.97003853,FALSE,0
P35190,CLG1_YEAST,-0.86293055,FALSE,0
P36066,MGR3L_YEAST,-1.9540526,FALSE,0.000039
P36136,SHB17_YEAST,-1.5045621,FALSE,0
P36160,RPF2_YEAST,-1.6713169,FALSE,0
P37012,PGM2_YEAST,-0.64629538,FALSE,0
P38199,HEK2_YEAST,-1.3424425,FALSE,0
P38351,PAF1_YEAST,-1.2148193,FALSE,0
P38604,ERG7_YEAST,-1.0432331,FALSE,0
P38746,YLF2_YEAST,-1.8351113,FALSE,0.000003
P38850,RT107_YEAST,-0.87747639,FALSE,0.300639
P38878,LNP_YEAST,-0.99920027,FALSE,0.000259
P39008,POP2_YEAST,-0.80119086,FALSE,0.000001
P39992,YEC3_YEAST,-0.93681451,FALSE,0
P40028,YEN1_YEAST,-1.5209388,FALSE,0
P40071,TMN3_YEAST,-1.1657537,FALSE,0.018688
P40074,AVT6_YEAST,-1.560723,FALSE,0
P40212,RL13B_YEAST,-2.1588379,FALSE,0
P40496,RT25_YEAST,-1.7924363,FALSE,0
P40955,CHS6_YEAST,-1.1737901,FALSE,0
P47005,DAS1_YEAST,-1.5459886,FALSE,0
P47045,TIM54_YEAST,-1.1726503,FALSE,0.000013
P47144,ECM27_YEAST,-1.5724156,FALSE,0.000001
P47182,AAD10_YEAST,-1.4598814,FALSE,0.000003
P52286,SKP1_YEAST,-1.774162,FALSE,0.000001
P52489,KPYK2_YEAST,-1.5131991,FALSE,0
P53008,CWH41_YEAST,-1.3562838,FALSE,0.821943
P53255,DRN1_YEAST,-0.96029206,FALSE,0
P53733,RT19_YEAST,-1.8608204,FALSE,0
P53742,NOG2_YEAST,-1.9727741,FALSE,0
P53908,YNO3_YEAST,-0.58861176,FALSE,0.001009
P80235,CACM_YEAST,-1.2587436,FALSE,0
P9WEJ4,YF035_YEAST,-1.5352795,FALSE,0.000022
Q00362,2ABA_YEAST,-0.77657155,FALSE,0
Q00381,AP2S_YEAST,-2.080906,FALSE,0
Q00416,SEN1_YEAST,-1.4085576,FALSE,0.000317
Q00711,SDHA_YEAST,-1.25383,FALSE,0
Q02932,KA120_YEAST,-1.6222383,FALSE,0.000171
Q02939,TFB2_YEAST,-1.536859,FALSE,0
Q02959,HOS3_YEAST,-1.0733171,FALSE,0
Q02983,RRN5_YEAST,-2.3944689,FALSE,0
Q03322,TLG1_YEAST,-2.0603321,FALSE,0
Q03375,CWC21_YEAST,-2.0977393,FALSE,0
Q03482,CTPP2_YEAST,-1.6855748,FALSE,0.00098
Q04231,RAD33_YEAST,-1.1272158,FALSE,0
Q04233,GIS4_YEAST,0.10449392,FALSE,0.000879
Q04751,NAA40_YEAST,-1.4672596,FALSE,0
Q04969,SPC2_YEAST,-0.94321623,FALSE,0.000015
Q05937,STP3_YEAST,-0.42602763,FALSE,0
Q06179,FMP27_YEAST,-1.0866708,FALSE,0.00563
Q06385,VPS74_YEAST,-1.7148617,FALSE,0.00365
Q06436,MAG2_YEAST,-0.82747883,FALSE,0
Q06636,GPI11_YEAST,-1.0544347,FALSE,0.000097
Q06673,ECM30_YEAST,-0.71590986,FALSE,0
Q07350,PRP11_YEAST,-1.834379,FALSE,0
Q07896,NOC3_YEAST,-1.958572,FALSE,0
Q08474,VAM10_YEAST,-0.24932452,FALSE,0.000009
Q08579,THI72_YEAST,-0.8031275,FALSE,0.000123
Q08649,ESA1_YEAST,-1.6569624,FALSE,0
Q08760,RAX1_YEAST,-1.9855635,FALSE,0
Q08914,HSP33_YEAST,-0.2902173,FALSE,0
Q12019,MDN1_YEAST,-0.85830012,FALSE,0.000095
Q12143,NSL1_YEAST,-1.463587,FALSE,0
Q12168,ENG2_YEAST,-0.48094418,FALSE,0
Q12172,YRR1_YEAST,-1.329282,FALSE,0
Q12272,TPT1_YEAST,-1.258618,FALSE,0
Q12328,TIM22_YEAST,-1.1729508,FALSE,0.000079
Q12392,YD21A_YEAST,-0.84731413,FALSE,0
Q12393,GEP5_YEAST,-1.4112737,FALSE,0
Q12396,EMP46_YEAST,-1.6084997,FALSE,0.711748
Q12404,MPD1_YEAST,-0.97752333,FALSE,0.999748
Q12418,GIS3_YEAST,-1.2943289,FALSE,0.000005
Q12469,SKM1_YEAST,-1.6222419,FALSE,0
Q12697,YPK9_YEAST,-1.0626496,FALSE,0.000001
Q2V2P6,YG194_YEAST,-2.1713516,FALSE,0.000006
Q3E838,YF012_YEAST,-2.3103625,FALSE,0.00001
Q6WNK7,SUS1_YEAST,-1.3909232,FALSE,0
A0A0B7P221,RDT1_YEAST,-1.5589469,FALSE,0.000108
P00724,INV2_YEAST,-0.90739115,FALSE,0.999755
P03873,MBI2_YEAST,-1.2333489,FALSE,0.000013
P04147,PABP_YEAST,-0.77869123,FALSE,0.000006
P06169,PDC1_YEAST,-1.4658368,FALSE,0
P06704,CDC31_YEAST,-1.9004367,FALSE,0
P06781,RHO2_YEAST,-1.134794,FALSE,0
P0CX77,ASP22_YEAST,-0.26784283,FALSE,0.999706
P17261,ERS1_YEAST,-1.744012,FALSE,0
P17536,TPM1_YEAST,-0.57516614,FALSE,0
P17967,PDI_YEAST,-0.80904533,FALSE,0.999652
P19524,MYO2_YEAST,-1.5095563,FALSE,0
P20606,SAR1_YEAST,-2.4807312,FALSE,0
P21304,PWP1_YEAST,-1.0478002,FALSE,0
P22135,ATP12_YEAST,-1.4808638,FALSE,0
P23503,NAR1_YEAST,-1.6977506,FALSE,0.000003
P25299,RNA15_YEAST,-1.662089,FALSE,0
P25340,ERG4_YEAST,-1.1263203,FALSE,0.000064
P25491,MAS5_YEAST,-1.3479275,FALSE,0
P32776,TFB1_YEAST,-1.1397955,FALSE,0
P32893,TRS65_YEAST,-1.6403875,FALSE,0
P35198,MTH1_YEAST,-1.2286245,FALSE,0
P36152,DRE2_YEAST,0.16667206,FALSE,0.000023
P36520,RM10_YEAST,-1.9556259,FALSE,0.000337
P36533,RM39_YEAST,-3.2473936,FALSE,0
P38041,BOI1_YEAST,-0.44564049,FALSE,0
P38082,NRG2_YEAST,-0.93006451,FALSE,0
P38111,ATR_YEAST,-1.5409663,FALSE,0
P38162,MIX23_YEAST,-1.3801827,FALSE,0
P38205,NCL1_YEAST,-1.5142068,FALSE,0.000001
P38243,YBS1_YEAST,-1.1309532,FALSE,0
P38555,YPT31_YEAST,0.43233813,FALSE,0
P38630,RFC1_YEAST,-1.1834771,FALSE,0
P38711,RS27B_YEAST,-1.7246907,FALSE,0.000139
P38733,YHD7_YEAST,-1.3591178,FALSE,0.932894
P38738,OCA5_YEAST,-1.1055853,FALSE,0
P38741,RIM4_YEAST,-0.53118086,FALSE,0
P38865,CTR2_YEAST,-0.74919816,FALSE,0.000001
P39014,MET30_YEAST,-0.99888717,FALSE,0
P39977,YEH8_YEAST,-1.3761996,FALSE,0.999699
P39987,HSP7E_YEAST,-0.90000055,FALSE,0
P40204,RUXG_YEAST,-1.5335344,FALSE,0
P40453,UBP7_YEAST,-1.1024389,FALSE,0
P40480,HOS4_YEAST,-1.0633261,FALSE,0
P40502,AIM19_YEAST,-1.2689412,FALSE,0
P40968,PRP17_YEAST,-1.1478812,FALSE,0
