legacy_label	stable_id	source_id	kn_file	kn_row_number	kn_id	match_status
negative			20251017-KN-negative-dataset-other-features.csv	96	20178142	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	97	Q03784	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	98	Q6CHN0	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	99	400839	kn_unmatched
negative	fungalrv2011_neg_0009	1168803	20251017-KN-negative-dataset-other-features.csv	100	P30574	direct_id_match
negative			20251017-KN-negative-dataset-other-features.csv	101	74676454	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	102	Q04925	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	103	Q873Y3	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	104	Q9P372	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	105	172047306	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	106	6322945	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	107	A6S3W1	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	108	Q03088	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	109	A6QT51	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	110	Q00310	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	111	Q10282	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	112	730823	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	113	P38985	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	114	Q6FJD5	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	115	Q6BRL3	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	116	P32521	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	117	Q08202	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	118	Q96UF2	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	119	A6RJQ8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	120	P53615	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	121	Q07362	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	122	Q07655	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	123	Q5AML6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	124	Q5BH63	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	125	67641	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	126	P36156	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	127	A7TT02	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	128	1722838	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	129	P40529	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	130	Q08926	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	131	A6ZP43	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	132	O60184	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	133	1703459	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	134	Q6BLG4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	135	Q9UQW6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	136	A6ZS83	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	137	14588903	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	138	P53849	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	139	2118150	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	140	Q9C1W8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	141	1149546	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	142	422132	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	143	205829280	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	144	A7TSV7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	145	P39704	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	146	68180	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	147	205829275	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	148	A5DVD6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	149	Q6BML9	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	150	Q6CQX9	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	151	Q06315	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	152	453186	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	153	O94564	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	154	74609567	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	155	Q6FQJ4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	156	Q75AA5	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	157	P38682	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	158	4379	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	159	A7TH19	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	160	71109	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	161	A6S3N2	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	162	Q74ZP5	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	163	2131182	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	164	82896	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	165	O14015	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	166	P34222	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	167	74605158	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	168	Q6FKL3	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	169	52783241	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	170	1835684	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	171	1723846	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	172	Q9UTH8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	173	Q6FM94	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	174	1362455	kn_unmatched
negative	fungalrv2011_neg_0001	74591477	20251017-KN-negative-dataset-other-features.csv	175	74591477	direct_id_match
negative			20251017-KN-negative-dataset-other-features.csv	176	1078574	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	177	74583483	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	178	Q04430	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	179	Q7RVQ8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	180	Q6CPW4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	181	P38865	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	182	A6ZRG7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	183	Q755L7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	184	Q59ZV5	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	185	Q9URB4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	186	473137	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	187	Q6CBS9	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	188	Q9UTK2	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	189	O94619	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	190	Q03103	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	191	O94289	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	192	2131173	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	193	Q04739	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	194	A6R989	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	195	O94510	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	196	P22217	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	197	P53738	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	198	P39008	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	199	O74933	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	200	Q08831	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	201	6319598	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	202	2498764	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	203	74582014	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	204	Q6BNL1	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	205	74619001	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	206	Q9C2N1	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	207	Q6C4R5	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	208	Q0UR95	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	209	P78978	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	210	1168610	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	211	Q12449	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	212	558258	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	213	485487	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	214	539351	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	215	Q6C994	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	216	74701377	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	217	Q4P804	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	218	Q5AZB4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	219	P38804	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	220	130137	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	221	458897	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	222	P17898	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	223	6320713	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	224	Q03825	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	225	625409	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	226	P32336	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	227	Q5KDR4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	228	P14306	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	229	Q6CMG6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	230	Q6CLZ6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	231	6729856	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	232	Q4P821	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	233	626570	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	234	2133051	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	235	166989535	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	236	A7TPY4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	237	1346645	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	238	2498849	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	239	189043799	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	240	A6RBY1	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	241	Q9USS2	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	242	3023372	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	243	P36041	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	244	A6ZTT3	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	245	12407246	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	246	Q12221	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	247	2144771	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	248	Q07551	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	249	172695	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	250	Q8SWI4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	251	B2WKU1	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	252	Q9P931	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	253	2276354	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	254	2119126	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	255	171853	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	256	Q5ADN8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	257	1907168	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	258	50400301	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	259	Q12743	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	260	456147	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	261	466171	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	262	473135	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	263	2131237	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	264	O74848	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	265	Q12411	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	266	P23637	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	267	417039	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	268	P28321	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	269	2144537	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	270	Q6BWH6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	271	74689588	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	272	Q6C908	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	273	Q524W4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	274	Q5APK0	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	275	1907190	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	276	626845	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	277	O74962	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	278	P32588	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	279	P01123	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	280	836813	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	281	P15705	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	282	2132654	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	283	595544	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	284	O74411	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	285	1907198	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	286	Q9UR06	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	287	13624757	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	288	158514090	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	289	1723244	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	290	Q10172	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	291	Q6CN59	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	292	1084809	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	293	927730	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	294	2132387	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	295	P45816	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	296	P51978	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	297	26396947	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	298	Q6FRT2	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	299	74680173	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	300	Q5AD49	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	301	A7E8B6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	302	O43041	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	303	281278	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	304	730744	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	305	74588961	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	306	Q59N20	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	307	P50109	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	308	Q6FTX7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	309	463263	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	310	P38819	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	311	456136	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	312	433630	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	313	320733	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	314	2497199	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	315	P17555	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	316	Q6FNU4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	317	626096	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	318	Q03735	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	319	6433994	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	320	1835686	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	321	P38636	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	322	P38011	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	323	731660	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	324	3527	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	325	9755328	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	326	2144431	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	327	Q6C3D7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	328	P25045	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	329	O14113	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	330	558256	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	331	473133	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	332	O60175	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	333	Q75A30	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	334	P53080	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	335	Q06608	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	336	A7TDL7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	337	18181874	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	338	Q6CHK0	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	339	66631	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	340	499003	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	341	Q6FPQ7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	342	1835722	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	343	O13598	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	344	1352194	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	345	Q5AI80	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	346	626787	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	347	74590508	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	348	558251	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	349	Q4P6V4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	350	Q2GLX8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	351	P40208	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	352	101418	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	353	14588923	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	354	6319685	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	355	205829939	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	356	A6ZKU1	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	357	558259	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	358	Q01766	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	359	640008	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	360	O14103	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	361	P39825	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	362	Q12191	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	363	2131159	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	364	2132390	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	365	74691919	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	366	Q750C9	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	367	539105	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	368	2276365	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	369	2133106	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	370	Q99188	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	371	2494690	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	372	Q05015	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	373	P40004	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	374	P40561	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	375	Q9HDZ6	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	376	1084643	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	377	3529	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	378	74605736	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	379	Q6CN41	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	380	Q9UUK0	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	381	Q6CWN7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	382	1230658	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	383	539107	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	384	O74375	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	385	2133153	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	386	Q758Y4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	387	P84149	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	388	626843	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	389	P40070	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	390	Q12520	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	391	2146822	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	392	Q9C1A4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	393	1077011	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	394	101694	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	395	A7TMC5	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	396	Q4PG71	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	397	P38042	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	398	Q04947	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	399	1363697	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	400	O74478	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	401	B3LRX9	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	402	6321552	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	403	481383	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	404	O60200	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	405	P42058	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	406	P48445	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	407	626632	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	408	Q5APA2	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	409	189082131	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	410	1279688	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	411	Q2GSX8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	412	473139	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	413	P27895	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	414	P78774	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	415	422175	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	416	73919289	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	417	Q6CRY8	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	418	6321026	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	419	539300	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	420	O94401	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	421	487066	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	422	Q03233	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	423	Q753U4	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	424	117936	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	425	Q02948	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	426	Q5AJ82	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	427	456138	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	428	Q75EI3	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	429	498996	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	430	3305	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	431	630100	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	432	101496	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	433	1256848	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	434	731735	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	435	P38856	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	436	2498763	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	437	Q5B4E7	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	438	6324190	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	439	Q6BSL1	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	440	Q12241	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	441	P38736	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	442	456154	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	443	1292890	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	444	558261	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	445	1078596	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	446	Q6BMM5	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	447	6322666	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	448	1149544	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	449	A5DW14	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	450	849169	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	451	140459	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	452	P25613	kn_unmatched
negative			20251017-KN-negative-dataset-other-features.csv	453	Q4PHA8	kn_unmatched
